# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2440465	2441055	+							DKM44_11990	591		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2440465	2441055	+	AWN24657.1			PhoU family transcriptional regulator			DKM44_11990	591	196	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2441079	2441339	-							DKM44_11995	261		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2441079	2441339	-	AWN23860.1			hypothetical protein			DKM44_11995	261	86	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2441508	2442494	+							DKM44_12000	987		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2441508	2442494	+	AWN24658.1			serine hydrolase			DKM44_12000	987	328	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2442491	2444812	-							DKM44_12005	2322		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2442491	2444812	-	AWN23861.1			peptidoglycan glycosyltransferase			DKM44_12005	2322	773	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2444921	2445896	+					gcvT		DKM44_12010	976		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2444921	2445896	+				glycine cleavage system aminomethyltransferase GcvT	gcvT		DKM44_12010	976		pseudo
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2446063	2446425	+					gcvH		DKM44_12015	363		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2446063	2446425	+	AWN23862.1			glycine cleavage system protein GcvH	gcvH		DKM44_12015	363	120	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2446614	2449490	+					gcvP		DKM44_12020	2877		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2446614	2449490	+	AWN23863.1			glycine dehydrogenase (aminomethyl-transferring)	gcvP		DKM44_12020	2877	958	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2449560	2450135	-							DKM44_12025	576		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2449560	2450135	-	AWN23864.1			hypothetical protein			DKM44_12025	576	191	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2450147	2451178	-							DKM44_12030	1032		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2450147	2451178	-	AWN23865.1			cytidyltransferase-like domain-containing protein			DKM44_12030	1032	343	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2451171	2451761	-							DKM44_12035	591		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2451171	2451761	-	AWN23866.1			nicotinamide mononucleotide transporter PnuC			DKM44_12035	591	196	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2451761	2452429	-							DKM44_12040	669		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2451761	2452429	-	AWN23867.1			hypothetical protein			DKM44_12040	669	222	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2452426	2453832	-							DKM44_12045	1407		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2452426	2453832	-	AWN23868.1			nicotinate phosphoribosyltransferase			DKM44_12045	1407	468	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2453877	2454920	-							DKM44_12050	1044		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2453877	2454920	-	AWN23869.1			ADP-ribose pyrophosphatase			DKM44_12050	1044	347	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2455035	2456291	+							DKM44_12055	1257		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2455035	2456291	+	AWN23870.1			tetracycline resistance MFS efflux pump			DKM44_12055	1257	418	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2456327	2456911	+					lepB		DKM44_12060	585		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2456327	2456911	+	AWN23871.1			signal peptidase I	lepB		DKM44_12060	585	194	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2456893	2457378	-							DKM44_12065	486		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2456893	2457378	-	AWN24659.1			hypothetical protein			DKM44_12065	486	161	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2457484	2458479	-							DKM44_12070	996		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2457484	2458479	-	AWN23872.1			NAD-dependent isocitrate dehydrogenase			DKM44_12070	996	331	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2458552	2459496	-							DKM44_12075	945		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2458552	2459496	-	AWN24660.1			FAD-dependent oxidoreductase			DKM44_12075	945	314	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2459508	2460188	-							DKM44_12080	681		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2459508	2460188	-	AWN23873.1			hypothetical protein			DKM44_12080	681	226	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2460185	2461174	-							DKM44_12085	990		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2460185	2461174	-	AWN23874.1			hypothetical protein			DKM44_12085	990	329	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2461250	2462257	+							DKM44_12090	1008		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2461250	2462257	+	AWN23875.1			hypothetical protein			DKM44_12090	1008	335	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2462304	2464220	-					cpdB		DKM44_12095	1917		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2462304	2464220	-	AWN23876.1			2',3'-cyclic-nucleotide 2'-phosphodiesterase	cpdB		DKM44_12095	1917	638	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2464283	2464726	-					moaC		DKM44_12100	444		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2464283	2464726	-	AWN24661.1			cyclic pyranopterin monophosphate synthase MoaC	moaC		DKM44_12100	444	147	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2464782	2465396	-							DKM44_12105	615		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2464782	2465396	-	AWN24662.1			hypothetical protein			DKM44_12105	615	204	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2465531	2466415	+					rocF		DKM44_12110	885		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2465531	2466415	+	AWN23877.1			arginase	rocF		DKM44_12110	885	294	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2466463	2466783	+							DKM44_12115	321		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2466463	2466783	+	AWN23878.1			NIPSNAP family containing protein			DKM44_12115	321	106	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2466807	2467772	+							DKM44_12120	966		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2466807	2467772	+	AWN23879.1			amino acid ABC transporter substrate-binding protein			DKM44_12120	966	321	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2467839	2469671	-					glmS		DKM44_12125	1833		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2467839	2469671	-	AWN23880.1			glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		DKM44_12125	1833	610	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2470156	2470494	+							DKM44_12130	339		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2470156	2470494	+	AWN23881.1			FmdB family transcriptional regulator			DKM44_12130	339	112	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2470491	2471588	+							DKM44_12135	1098		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2470491	2471588	+	AWN23882.1			serine protease			DKM44_12135	1098	365	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2471593	2473191	-							DKM44_12140	1599		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2471593	2473191	-	AWN23883.1			choline dehydrogenase			DKM44_12140	1599	532	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2473266	2474246	+							DKM44_12145	981		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2473266	2474246	+	AWN23884.1			oxidoreductase			DKM44_12145	981	326	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2474269	2475120	+							DKM44_12150	852		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2474269	2475120	+	AWN23885.1			hypothetical protein			DKM44_12150	852	283	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475158	2475481	+							DKM44_12155	324		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475158	2475481	+	AWN23886.1			ferredoxin			DKM44_12155	324	107	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475485	2475760	-							DKM44_12160	276		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475485	2475760	-	AWN23887.1			hypothetical protein			DKM44_12160	276	91	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475757	2476326	-							DKM44_12165	570		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2475757	2476326	-	AWN23888.1			hypothetical protein			DKM44_12165	570	189	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2476391	2478448	-							DKM44_12170	2058		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2476391	2478448	-	AWN23889.1			thioredoxin domain-containing protein			DKM44_12170	2058	685	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2478556	2479458	+							DKM44_12175	903		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2478556	2479458	+	AWN23890.1			transglutaminase family protein			DKM44_12175	903	300	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2479469	2480668	-							DKM44_12180	1200		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2479469	2480668	-	AWN23891.1			cysteine desulfurase-like protein			DKM44_12180	1200	399	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2480665	2481117	-							DKM44_12185	453		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2480665	2481117	-	AWN23892.1			damage-inducible protein DinB			DKM44_12185	453	150	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2481199	2482170	+							DKM44_12190	972		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2481199	2482170	+	AWN23893.1			alpha/beta hydrolase			DKM44_12190	972	323	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2482184	2482468	+							DKM44_12195	285		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2482184	2482468	+	AWN23894.1			transcriptional regulator			DKM44_12195	285	94	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2482465	2483118	+							DKM44_12200	654		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2482465	2483118	+	AWN23895.1			hypothetical protein			DKM44_12200	654	217	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2483186	2484778	-							DKM44_12205	1593		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2483186	2484778	-	AWN23896.1			radical SAM protein			DKM44_12205	1593	530	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2484885	2485217	+							DKM44_12210	333		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2484885	2485217	+	AWN23897.1			hypothetical protein			DKM44_12210	333	110	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2485217	2486584	+							DKM44_12215	1368		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2485217	2486584	+	AWN23898.1			DNA repair protein RadA			DKM44_12215	1368	455	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2486597	2487643	+							DKM44_12220	1047		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2486597	2487643	+	AWN23899.1			twitching motility protein PilT			DKM44_12220	1047	348	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2487662	2488417	-					fabG		DKM44_12225	756		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2487662	2488417	-	AWN23900.1			3-oxoacyl-[acyl-carrier-protein] reductase	fabG		DKM44_12225	756	251	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2488414	2488998	-							DKM44_12230	585		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2488414	2488998	-	AWN23901.1			hypothetical protein			DKM44_12230	585	194	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2488995	2489900	-					fabD		DKM44_12235	906		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2488995	2489900	-	AWN23902.1			[acyl-carrier-protein] S-malonyltransferase	fabD		DKM44_12235	906	301	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2489897	2490937	-							DKM44_12240	1041		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2489897	2490937	-	AWN23903.1			3-oxoacyl-ACP synthase			DKM44_12240	1041	346	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2490984	2492087	+					rihB		DKM44_12245	1104		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2490984	2492087	+	AWN23904.1			ribonucleoside hydrolase	rihB		DKM44_12245	1104	367	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2492056	2492472	-							DKM44_12250	417		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2492056	2492472	-	AWN23905.1			hypothetical protein			DKM44_12250	417	138	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2492628	2492924	+							DKM44_12255	297		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2492628	2492924	+	AWN23906.1			hypothetical protein			DKM44_12255	297	98	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2493014	2493763	-							DKM44_12260	750		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2493014	2493763	-	AWN23907.1			polyphosphate glucokinase			DKM44_12260	750	249	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2493902	2496139	-							DKM44_12265	2238		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2493902	2496139	-	AWN23908.1			Clp protease			DKM44_12265	2238	745	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2496381	2496959	-							DKM44_12270	579		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2496381	2496959	-	AWN23909.1			CoA pyrophosphatase			DKM44_12270	579	192	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2496952	2497584	-							DKM44_12275	633		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2496952	2497584	-	AWN23910.1			nucleoside triphosphate hydrolase			DKM44_12275	633	210	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2497746	2498249	+							DKM44_12280	504		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2497746	2498249	+	AWN23911.1			hypothetical protein			DKM44_12280	504	167	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2498449	2498682	+							DKM44_12285	234		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2498449	2498682	+	AWN23912.1			hypothetical protein			DKM44_12285	234	77	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2498731	2500377	-							DKM44_12290	1647		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2498731	2500377	-	AWN24663.1			fasciclin			DKM44_12290	1647	548	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2500532	2500750	-							DKM44_12295	219		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2500532	2500750	-	AWN23913.1			hypothetical protein			DKM44_12295	219	72	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2500808	2501422	-							DKM44_12300	615		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2500808	2501422	-	AWN23914.1			hypothetical protein			DKM44_12300	615	204	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2501499	2502719	-							DKM44_12305	1221		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2501499	2502719	-	AWN23915.1			YihY/virulence factor BrkB family protein			DKM44_12305	1221	406	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2502823	2503383	+							DKM44_12310	561		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2502823	2503383	+	AWN23916.1			ribonuclease HI			DKM44_12310	561	186	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2503408	2504589	+							DKM44_12315	1182		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2503408	2504589	+	AWN23917.1			MFS transporter			DKM44_12315	1182	393	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2504647	2505360	+							DKM44_12320	714		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2504647	2505360	+	AWN23918.1			hypothetical protein			DKM44_12320	714	237	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2505670	2507895	+							DKM44_12325	2226		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2505670	2507895	+	AWN23919.1			GTP pyrophosphokinase			DKM44_12325	2226	741	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2507906	2508880	+							DKM44_12330	975		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2507906	2508880	+	AWN23920.1			hypothetical protein			DKM44_12330	975	324	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2508916	2509227	+							DKM44_12335	312		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2508916	2509227	+	AWN23921.1			hypothetical protein			DKM44_12335	312	103	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2509224	2509901	-							DKM44_12340	678		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2509224	2509901	-	AWN24664.1			DUF2071 domain-containing protein			DKM44_12340	678	225	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510006	2510398	-							DKM44_12345	393		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510006	2510398	-	AWN23922.1			30S ribosomal protein S9			DKM44_12345	393	130	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510398	2510823	-							DKM44_12350	426		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510398	2510823	-	AWN23923.1			50S ribosomal protein L13			DKM44_12350	426	141	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510989	2511231	-							DKM44_12355	243		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2510989	2511231	-	AWN24665.1			hypothetical protein			DKM44_12355	243	80	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2511318	2511755	-							DKM44_12360	438		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2511318	2511755	-	AWN23924.1			uracil-DNA glycosylase			DKM44_12360	438	145	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2512279	2514228	-							DKM44_12365	1950		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2512279	2514228	-	AWN23925.1			1,4-alpha-glucan branching enzyme			DKM44_12365	1950	649	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2514308	2514928	-							DKM44_12370	621		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2514308	2514928	-	AWN24666.1			imidazole glycerol phosphate synthase subunit HisH			DKM44_12370	621	206	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2514943	2515527	-							DKM44_12375	585		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2514943	2515527	-	AWN23926.1			imidazoleglycerol-phosphate dehydratase HisB			DKM44_12375	585	194	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2515626	2516396	+							DKM44_12380	771		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2515626	2516396	+	AWN23927.1			hypothetical protein			DKM44_12380	771	256	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2516481	2516870	-							DKM44_12385	390		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2516481	2516870	-	AWN23928.1			transcriptional regulator			DKM44_12385	390	129	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517175	2517426	+							DKM44_12390	252		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517175	2517426	+	AWN23929.1			hypothetical protein			DKM44_12390	252	83	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517431	2517967	-							DKM44_12395	537		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517431	2517967	-	AWN23930.1			ATPase			DKM44_12395	537	178	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517967	2519493	-							DKM44_12400	1527		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2517967	2519493	-	AWN23931.1			carboxypeptidase			DKM44_12400	1527	508	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2519603	2520844	-							DKM44_12405	1242		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2519603	2520844	-	AWN23932.1			bifunctional folylpolyglutamate synthase/dihydrofolate synthase			DKM44_12405	1242	413	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2520867	2521793	-							DKM44_12410	927		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2520867	2521793	-	AWN24667.1			manganese-dependent inorganic pyrophosphatase			DKM44_12410	927	308	
gene	pseudogene	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2525013	2525618	-							DKM44_12415	606		pseudo
CDS	without_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2525013	2525618	-				S-layer protein			DKM44_12415	606		pseudo
gene	rRNA	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2526051	2527555	-							DKM44_12420	1505		
rRNA		GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2526051	2527555	-				16S ribosomal RNA			DKM44_12420	1505		
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2527837	2529693	-							DKM44_12425	1857		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2527837	2529693	-	AWN23933.1			menaquinone biosynthesis decarboxylase			DKM44_12425	1857	618	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2529814	2530062	+							DKM44_12430	249		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2529814	2530062	+	AWN23934.1			DdrH			DKM44_12430	249	82	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2530138	2530995	-							DKM44_12435	858		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2530138	2530995	-	AWN23935.1			hypothetical protein			DKM44_12435	858	285	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2531049	2531597	-							DKM44_12440	549		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2531049	2531597	-	AWN23936.1			HNH endonuclease			DKM44_12440	549	182	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2531646	2532281	-							DKM44_12445	636		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2531646	2532281	-	AWN23937.1			MarC family transcriptional regulator			DKM44_12445	636	211	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2532341	2532754	+							DKM44_12450	414		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2532341	2532754	+	AWN23938.1			Holliday junction resolvase RuvX			DKM44_12450	414	137	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2533009	2534337	+							DKM44_12455	1329		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2533009	2534337	+	AWN24668.1			isocitrate lyase			DKM44_12455	1329	442	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2534378	2534845	-							DKM44_12460	468		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2534378	2534845	-	AWN23939.1			magnesium transporter			DKM44_12460	468	155	
gene	protein_coding	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2534881	2535702	-							DKM44_12465	822		
CDS	with_protein	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2534881	2535702	-	AWN23940.1			cyanophycinase			DKM44_12465	822	273	
gene	tRNA	GCA_003173015.1	Primary Assembly	chromosome		CP029494.1	2536145	2536220	-							DKM44_12470	76		
