,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
4978,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2610871,2611974,+,,,,,,,SY84_12705,1104,,
4980,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2612062,2613282,+,,,,,,,SY84_12710,1221,,
4982,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2613334,2614593,-,,,,,,,SY84_12715,1260,,
4984,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2614611,2615255,-,,,,,,,SY84_12720,645,,
4986,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2615280,2616224,-,,,,,,,SY84_12725,945,,
4988,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2616221,2616769,-,,,,,,,SY84_12730,549,,
4990,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2617123,2617563,+,,,,,,,SY84_12735,441,,
4992,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2617637,2618572,-,,,,,,,SY84_12740,936,,
4994,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2618652,2619311,-,,,,,,,SY84_12745,660,,
4996,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2619454,2620209,-,,,,,,,SY84_12750,756,,
4998,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2620297,2620509,-,,,,,,,SY84_12755,213,,
5000,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2620548,2621018,-,,,,,,,SY84_12760,471,,
5002,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2621181,2622287,+,,,,,,,SY84_12765,1107,,
5004,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2622691,2624544,+,,,,,,,SY84_12770,1854,,
5006,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2624681,2625574,+,,,,,,,SY84_12775,894,,
5008,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2625746,2627479,-,,,,,,,SY84_12780,1734,,
5010,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2627991,2628305,+,,,,,,,SY84_12785,315,,
5012,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2628399,2628773,-,,,,,,,SY84_12790,375,,
5014,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2628909,2629475,+,,,,,,,SY84_12795,567,,
5016,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2629575,2630315,+,,,,hypothetical protein,,,SY84_12800,741,,pseudo
5017,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2630817,2633693,-,,,,,,,SY84_12805,2877,,
5019,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2633884,2634246,-,,,,,,,SY84_12810,363,,
5021,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2634306,2635376,-,,,,,,,SY84_12815,1071,,
5023,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2635503,2635898,+,,,,,,,SY84_12820,396,,
5025,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2635895,2636416,+,,,,,,,SY84_12825,522,,
5027,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2636464,2636676,+,,,,hypothetical protein,,,SY84_12830,213,,pseudo
5028,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2636988,2637620,+,,,,,,,SY84_12835,633,,
5030,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2637604,2638314,-,,,,,,,SY84_12840,711,,
5032,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2638275,2638826,-,,,,,,,SY84_12845,552,,
5034,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2638867,2639691,-,,,,,,,SY84_12850,825,,
5036,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2639979,2640854,-,,,,,,,SY84_12855,876,,
5038,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2641097,2641846,+,,,,,,,SY84_12860,750,,
5040,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2641902,2642576,-,,,,,,,SY84_12865,675,,
5042,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2642627,2643424,-,,,,,,,SY84_12870,798,,
5044,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2643603,2644028,+,,,,,,,SY84_12875,426,,
5046,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2644096,2644932,+,,,,,,,SY84_12880,837,,
5048,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2645044,2645712,-,,,,,,,SY84_12885,669,,
5050,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2646139,2647158,+,,,,,,,SY84_12890,1020,,
5052,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2647353,2647937,-,,,,,,,SY84_12895,585,,
5054,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2647934,2648584,-,,,,,,,SY84_12900,651,,
5056,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2648690,2649157,+,,,,,,,SY84_12905,468,,
5058,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2649300,2650010,+,,,,,,,SY84_12910,711,,
5060,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2650113,2650535,+,,,,,,,SY84_12915,423,,
5062,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2650553,2651920,+,,,,,,,SY84_12920,1368,,
5064,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2651917,2652468,+,,,,,,,SY84_12925,552,,
5066,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2652490,2655816,+,,,,,,,SY84_12930,3327,,
5068,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2656331,2656627,+,,,,hypothetical protein,,,SY84_12935,297,,pseudo
5069,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2658006,2658347,+,,,,,,,SY84_12940,342,,
5071,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2658455,2658847,+,,,,,,,SY84_12945,393,,
5073,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2658905,2660359,-,,,,,,,SY84_12950,1455,,
5075,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2660492,2662987,-,,,,,,,SY84_12955,2496,,
5077,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2663142,2663951,-,,,,,,,SY84_12960,810,,
5079,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2664096,2665022,-,,,,,,,SY84_12965,927,,
5081,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2665754,2668384,-,,,,hypothetical protein,,,SY84_12970,2631,,pseudo
5082,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2668637,2669134,+,,,,,,,SY84_12975,498,,
5084,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2669377,2671923,+,,,,,,,SY84_12980,2547,,
5086,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2672181,2672705,+,,,,,,,SY84_12985,525,,
5088,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2673034,2673468,+,,,,,,,SY84_12990,435,,
5090,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2673552,2674820,+,,,,,,,SY84_12995,1269,,
5092,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2674872,2676245,-,,,,,,,SY84_13000,1374,,
5094,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2676312,2676722,+,,,,,,,SY84_13005,411,,
5096,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2676789,2677334,-,,,,,,,SY84_13010,546,,
5098,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2677374,2677835,+,,,,,,,SY84_13015,462,,
5100,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2678000,2678752,+,,,,,,,SY84_13020,753,,
5102,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2678812,2679363,+,,,,,,,SY84_13025,552,,
5104,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2679408,2679704,-,,,,,,,SY84_13030,297,,
5106,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2679861,2682773,-,,,,,,,SY84_13035,2913,,
5108,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2682962,2683531,+,,,,,,,SY84_13040,570,,
5110,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2683591,2685159,-,,,,,,,SY84_13045,1569,,
5112,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2685251,2685703,-,,,,,,,SY84_13050,453,,
5114,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2685703,2686125,-,,,,,,,SY84_13055,423,,
5116,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2686498,2687523,+,,,,,tdh,,SY84_13060,1026,,
5118,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2687769,2688806,+,,,,,,,SY84_13065,1038,,
5120,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2689021,2690145,+,,,,,,,SY84_13070,1125,,
5122,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2690145,2690471,+,,,,,,,SY84_13075,327,,
5124,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2690526,2691956,-,,,,,,,SY84_13080,1431,,
5126,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2692151,2693146,+,,,,,,,SY84_13085,996,,
5128,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2693222,2693680,-,,,,,,,SY84_13090,459,,
5130,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2693699,2695174,-,,,,,,,SY84_13095,1476,,
5132,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2695475,2696317,+,,,,,,,SY84_13100,843,,
5134,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2696371,2697231,+,,,,,,,SY84_13105,861,,
5136,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2697248,2698102,+,,,,,,,SY84_13110,855,,
5138,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2698136,2698456,+,,,,,,,SY84_13115,321,,
5140,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2698515,2699030,-,,,,,,,SY84_13120,516,,
5142,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2699182,2699796,-,,,,,,,SY84_13125,615,,
5144,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2700357,2701295,-,,,,beta-lactamase,,,SY84_13130,939,,pseudo
5145,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2701496,2702668,-,,,,,,,SY84_13135,1173,,
5147,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2702811,2703467,+,,,,,,,SY84_13140,657,,
5149,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2703494,2703961,+,,,,,,,SY84_13145,468,,
5151,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2703958,2704389,+,,,,,,,SY84_13150,432,,
5153,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2704391,2704618,+,,,,,,,SY84_13155,228,,
5155,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2704634,2705224,-,,,,,,,SY84_13160,591,,
5157,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2705344,2705691,+,,,,,,,SY84_13165,348,,
5159,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2705883,2707775,-,,,,,,,SY84_13170,1893,,
5161,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2707816,2707892,+,,,,,,,SY84_13175,77,,
5163,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2708099,2709100,+,,,,,,,SY84_13180,1002,,
5165,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2709244,2710206,-,,,,,,,SY84_13185,963,,
5167,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2710557,2711651,+,,,,,,,SY84_13190,1095,,
5169,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2711638,2712132,+,,,,,,,SY84_13195,495,,
5171,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2712184,2715033,-,,,,,,,SY84_13200,2850,,
5173,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2715091,2716407,-,,,,,,,SY84_13205,1317,,
5175,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2716404,2717087,-,,,,,,,SY84_13210,684,,
5177,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2717253,2718608,+,,,,,,,SY84_13215,1356,,
5179,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2718605,2719654,+,,,,,,,SY84_13220,1050,,
5181,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2719651,2721033,+,,,,,,,SY84_13225,1383,,
5183,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2721033,2721788,+,,,,,,,SY84_13230,756,,
5185,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2721836,2723110,+,,,,,,,SY84_13235,1275,,
5187,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2723124,2723729,+,,,,,,,SY84_13240,606,,
5189,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2723782,2725326,-,,,,hypothetical protein,,,SY84_13245,1545,,pseudo
5190,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2725561,2727078,-,,,,,guaA,,SY84_13250,1518,,
5192,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2727166,2729205,-,,,,,,,SY84_13255,2040,,
5194,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2729337,2730386,+,,,,,,,SY84_13260,1050,,
5196,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2730421,2731065,+,,,,,,,SY84_13265,645,,
5198,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2731071,2731667,+,,,,,,,SY84_13270,597,,
5200,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2731690,2732772,-,,,,,,,SY84_13275,1083,,
5202,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2732806,2733417,-,,,,,,,SY84_13280,612,,
5204,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2733498,2735531,-,,,,,,,SY84_13285,2034,,
5206,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2735528,2737210,-,,,,,,,SY84_13290,1683,,
5208,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2737407,2738933,+,,,,,,,SY84_13295,1527,,
5210,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2739085,2739723,+,,,,,,,SY84_13300,639,,
5212,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2739868,2740332,-,,,,,,,SY84_13305,465,,
5214,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2740401,2742764,-,,,,,,,SY84_13310,2364,,
5216,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2742948,2743760,+,,,,,,,SY84_13315,813,,
5218,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2746118,2746300,-,,,,hypothetical protein,,,SY84_13320,183,,pseudo
5219,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2746768,2748399,-,,,,,pgi,,SY84_13325,1632,,
5221,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2748646,2748861,+,,,,,,,SY84_13330,216,,
5223,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2749105,2750349,+,,,,,,,SY84_13335,1245,,
5225,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2751096,2751716,+,,,,,,,SY84_13340,621,,
5227,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2751771,2752424,-,,,,,,,SY84_13345,654,,
5229,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2752627,2753190,+,,,,,,,SY84_13350,564,,
5231,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2753316,2754395,+,,,,,,,SY84_13355,1080,,
5233,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2754397,2754771,+,,,,,,,SY84_13360,375,,
5235,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2754853,2755863,+,,,,,,,SY84_13365,1011,,
5237,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2755979,2757688,-,,,,,,,SY84_13370,1710,,
5239,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2758036,2758617,+,,,,,,,SY84_13375,582,,
5241,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2758719,2759609,+,,,,,,,SY84_13380,891,,
5243,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2759670,2760197,+,,,,,,,SY84_13385,528,,
5245,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2760197,2760421,+,,,,,,,SY84_13390,225,,
5247,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2760424,2760738,+,,,,,,,SY84_13395,315,,
5249,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2760813,2761607,-,,,,,,,SY84_13400,795,,
5251,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2761644,2762471,-,,,,,,,SY84_13405,828,,
5253,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2762577,2763329,+,,,,,,,SY84_13410,753,,
5255,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2763400,2764122,+,,,,,,,SY84_13415,723,,
5257,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2764188,2764880,+,,,,,,,SY84_13420,693,,
5259,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2764914,2765951,+,,,,,,,SY84_13425,1038,,
5261,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2765957,2766520,+,,,,,,,SY84_13430,564,,
5263,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2766525,2767448,+,,,,,,,SY84_13435,924,,
5265,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2767473,2767928,+,,,,,,,SY84_13440,456,,
5267,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2767975,2769138,+,,,,,,,SY84_13445,1164,,
5269,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2769211,2769612,+,,,,,,,SY84_13450,402,,
5271,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2769645,2769935,-,,,,hypothetical protein,,,SY84_13455,291,,pseudo
5272,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2770070,2771248,-,,,,,,,SY84_13460,1179,,
5274,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2771340,2772182,-,,,,,,,SY84_13465,843,,
5276,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2772175,2772867,-,,,,,,,SY84_13470,693,,
5278,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2772967,2774112,+,,,,,,,SY84_13475,1146,,
5280,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2774176,2775168,+,,,,,,,SY84_13480,993,,
5282,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2775227,2775859,-,,,,,,,SY84_13485,633,,
5284,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2775962,2776555,+,,,,,,,SY84_13490,594,,
5286,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2776747,2777520,+,,,,,,,SY84_13495,774,,
5288,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2777589,2778908,-,,,,,,,SY84_13500,1320,,
5290,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2778915,2779823,-,,,,,,,SY84_13505,909,,
5292,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2780227,2781969,+,,,,,,,SY84_13510,1743,,
5294,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2782045,2782731,+,,,,,,,SY84_13515,687,,
5296,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2782749,2785634,+,,,,,,,SY84_13520,2886,,
5298,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2785648,2786193,-,,,,,,,SY84_13525,546,,
5300,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2786210,2787220,-,,,,,,,SY84_13530,1011,,
5302,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2787433,2788614,+,,,,,,,SY84_13535,1182,,
5304,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2788574,2789248,-,,,,,,,SY84_13540,675,,
5306,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2789305,2790531,+,,,,,,,SY84_13545,1227,,
5308,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2790528,2791232,+,,,,,,,SY84_13550,705,,
5310,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2791291,2791899,-,,,,,,,SY84_13555,609,,
5312,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2792024,2792314,-,,,,,,,SY84_13560,291,,
5314,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2792459,2792944,-,,,,,,,SY84_13565,486,,
5316,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2793087,2793764,-,,,,,,,SY84_13570,678,,
5318,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2793890,2795893,-,,,,,,,SY84_13575,2004,,
5320,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2796015,2796644,+,,,,,,,SY84_13580,630,,
5322,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2796789,2797034,+,,,,,,,SY84_13585,246,,
5324,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2797104,2798006,-,,,,,,,SY84_13590,903,,
5326,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2798194,2798637,+,,,,,,,SY84_13595,444,,
5328,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2798731,2799135,+,,,,,,,SY84_13600,405,,
5330,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2799242,2799719,+,,,,hypothetical protein,,,SY84_13605,478,,pseudo
5331,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2799902,2800102,+,,,,hypothetical protein,,,SY84_13610,201,,pseudo
5332,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2800538,2802487,+,,,,,,,SY84_13615,1950,,
5334,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2802519,2803766,-,,,,,,,SY84_13620,1248,,
5336,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2803763,2804104,-,,,,PadR family transcriptional regulator,,,SY84_13625,342,,pseudo
5337,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2804166,2805188,-,,,,,,,SY84_13630,1023,,
5339,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2805329,2805402,+,,,,,,,SY84_13635,74,,
5341,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2805422,2805496,+,,,,,,,SY84_13640,75,,
5343,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2805612,2805971,+,,,,,,,SY84_13645,360,,
5345,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2806106,2807059,-,,,,,,,SY84_13650,954,,
5347,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2807108,2807896,-,,,,,,,SY84_13655,789,,
5349,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2808169,2808423,-,,,,,,,SY84_13660,255,,
5351,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2808877,2809926,+,,,,,,,SY84_13665,1050,,
5353,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2810532,2810837,+,,,,,,,SY84_13670,306,,
5355,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2810948,2811976,+,,,,,,,SY84_13675,1029,,
