# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2674146	2675258	-	ANE44423.1			hypothetical protein			SU48_12360	1113	370	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2675339	2675668	-							SU48_12365	330		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2675339	2675668	-	ANE44424.1			PadR family transcriptional regulator			SU48_12365	330	109	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2675837	2676799	-							SU48_12370	963		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2675837	2676799	-	ANE44425.1			acetyl-CoA carboxyl transferase			SU48_12370	963	320	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2676799	2677698	-							SU48_12375	900		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2676799	2677698	-	ANE44426.1			acetyl-CoA carboxylase subunit beta			SU48_12375	900	299	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2678133	2678453	-							SU48_12380	321		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2678133	2678453	-	ANE44427.1			membrane protein			SU48_12380	321	106	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2678761	2679468	-					livF		SU48_12385	708		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2678761	2679468	-	ANE44428.1			leucine/isoleucine/valine transporter ATP-binding subunit	livF		SU48_12385	708	235	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2679461	2680273	-					livG		SU48_12390	813		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2679461	2680273	-	ANE44988.1			leucine/isoleucine/valine transporter ATP-binding subunit	livG		SU48_12390	813	270	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2680311	2681339	-							SU48_12395	1029		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2680311	2681339	-	ANE44429.1			ABC transporter permease			SU48_12395	1029	342	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2681339	2682199	-							SU48_12400	861		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2681339	2682199	-	ANE44430.1			ABC transporter permease			SU48_12400	861	286	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2682405	2683577	-							SU48_12405	1173		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2682405	2683577	-	ANE44431.1			ethanolamine utilization protein EutJ			SU48_12405	1173	390	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2683991	2684443	+							SU48_12410	453		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2683991	2684443	+	ANE44432.1			acyl-CoA hydrolase			SU48_12410	453	150	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2684440	2685057	+							SU48_12415	618		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2684440	2685057	+	ANE44433.1			phosphoglycerate mutase			SU48_12415	618	205	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2685262	2685852	-							SU48_12420	591		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2685262	2685852	-	ANE44989.1			phosphohydrolase			SU48_12420	591	196	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2685945	2686247	-							SU48_12425	303		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2685945	2686247	-	ANE44434.1			hypothetical protein			SU48_12425	303	100	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2686244	2686804	-							SU48_12430	561		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2686244	2686804	-	ANE44435.1			hypothetical protein			SU48_12430	561	186	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2686886	2687215	+							SU48_12435	330		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2686886	2687215	+	ANE44436.1			PadR family transcriptional regulator			SU48_12435	330	109	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2687212	2687814	+							SU48_12440	603		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2687212	2687814	+	ANE44437.1			hypothetical protein			SU48_12440	603	200	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2687961	2688695	+							SU48_12445	735		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2687961	2688695	+	ANE44438.1			acetyltransferase			SU48_12445	735	244	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2688794	2689312	-							SU48_12450	519		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2688794	2689312	-	ANE44439.1			multidrug DMT transporter			SU48_12450	519	172	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2689447	2690583	-							SU48_12455	1137		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2689447	2690583	-	ANE44990.1			serine protease			SU48_12455	1137	378	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2690819	2691280	+							SU48_12460	462		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2690819	2691280	+	ANE44440.1			hypothetical protein			SU48_12460	462	153	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2691378	2692760	+							SU48_12465	1383		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2691378	2692760	+	ANE44441.1			hypothetical protein			SU48_12465	1383	460	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2692819	2693094	-							SU48_12470	276		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2692819	2693094	-	ANE44442.1			30S ribosomal protein S15			SU48_12470	276	91	
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2693311	2693395	+							SU48_12475	85		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2693311	2693395	+				tRNA-Leu			SU48_12475	85		anticodon=GAG
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2693726	2694214	+							SU48_12480	489		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2693726	2694214	+	ANE44443.1			GCN5 family acetyltransferase			SU48_12480	489	162	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2694431	2695189	-							SU48_12485	759		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2694431	2695189	-	ANE44444.1			hypothetical protein			SU48_12485	759	252	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2695260	2695571	-							SU48_12490	312		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2695260	2695571	-	ANE44445.1			hypothetical protein			SU48_12490	312	103	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2695622	2695987	-							SU48_12495	366		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2695622	2695987	-	ANE44446.1			hypothetical protein			SU48_12495	366	121	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2696640	2696747	+				excisionase			SU48_12500	108		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2698534	2699295	-							SU48_12505	762		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2698534	2699295	-	ANE44991.1			integrase			SU48_12505	762	253	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2699644	2700672	+							SU48_12510	1029		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2699644	2700672	+	ANE44447.1			hypothetical protein			SU48_12510	1029	342	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701114	2701365	+							SU48_12515	252		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701114	2701365	+	ANE44448.1			hypothetical protein			SU48_12515	252	83	
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701454	2701530	-							SU48_12520	77		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701454	2701530	-				tRNA-Arg			SU48_12520	77		anticodon=TCT
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701582	2701655	-							SU48_12525	74		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701582	2701655	-				tRNA-Gly			SU48_12525	74		anticodon=TCC
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701692	2701768	-							SU48_12530	77		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701692	2701768	-				tRNA-Pro			SU48_12530	77		anticodon=TGG
gene	rRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701953	2703461	-							SU48_12535	1509		
rRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2701953	2703461	-				16S ribosomal RNA			SU48_12535	1509		
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2703821	2705674	-							SU48_12540	1854		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2703821	2705674	-	ANE44449.1			3-octaprenyl-4-hydroxybenzoate carboxy-lyase			SU48_12540	1854	617	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2706120	2707523	+							SU48_12545	1404		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2706120	2707523	+	ANE44450.1			hypothetical protein			SU48_12545	1404	467	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2707536	2708408	-							SU48_12550	873		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2707536	2708408	-	ANE44451.1			hypothetical protein			SU48_12550	873	290	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2708471	2709691	+							SU48_12555	1221		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2708471	2709691	+	ANE44452.1			peptidase M24			SU48_12555	1221	406	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2709925	2710602	+							SU48_12560	678		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2709925	2710602	+	ANE44453.1			short-chain dehydrogenase			SU48_12560	678	225	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2710925	2711614	-							SU48_12565	690		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2710925	2711614	-	ANE44454.1			hydrolase			SU48_12565	690	229	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2711719	2712333	+							SU48_12570	615		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2711719	2712333	+	ANE44455.1			alkaline phosphatase			SU48_12570	615	204	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2712429	2713397	-							SU48_12575	969		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2712429	2713397	-	ANE44456.1			asparaginase			SU48_12575	969	322	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2713570	2713755	-							SU48_12580	186		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2713570	2713755	-	ANE44457.1			hypothetical protein			SU48_12580	186	61	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2713783	2714712	-							SU48_12585	930		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2713783	2714712	-	ANE44458.1			porphobilinogen deaminase			SU48_12585	930	309	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2714864	2715445	-							SU48_12590	582		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2714864	2715445	-	ANE44459.1			damage-inducible protein DinB			SU48_12590	582	193	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2715442	2716431	-							SU48_12595	990		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2715442	2716431	-	ANE44992.1			dihydrouridine synthase			SU48_12595	990	329	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2716737	2717243	+							SU48_12600	507		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2716737	2717243	+	ANE44460.1			acetyltransferase			SU48_12600	507	168	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2717462	2718211	+							SU48_12605	750		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2717462	2718211	+	ANE44461.1			acetylglutamate kinase			SU48_12605	750	249	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2718411	2719004	-							SU48_12610	594		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2718411	2719004	-	ANE44462.1			GCN5 family acetyltransferase			SU48_12610	594	197	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2719287	2719988	-				hypothetical protein			SU48_12615	702		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2720156	2721055	+							SU48_12620	900		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2720156	2721055	+	ANE44463.1			glutamate racemase			SU48_12620	900	299	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2721052	2721804	+							SU48_12625	753		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2721052	2721804	+	ANE44464.1			ribonuclease PH			SU48_12625	753	250	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2721879	2722238	+							SU48_12630	360		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2721879	2722238	+	ANE44465.1			DoxX protein			SU48_12630	360	119	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2722337	2722564	+							SU48_12635	228		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2722337	2722564	+	ANE44466.1			hypothetical protein			SU48_12635	228	75	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2722666	2723877	-							SU48_12640	1212		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2722666	2723877	-	ANE44467.1			hypothetical protein			SU48_12640	1212	403	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2724095	2724718	+							SU48_12645	624		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2724095	2724718	+	ANE44468.1			TetR family transcriptional regulator			SU48_12645	624	207	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2725009	2726505	+							SU48_12650	1497		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2725009	2726505	+	ANE44469.1			2-phosphoglycerate kinase			SU48_12650	1497	498	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2726661	2727677	+							SU48_12655	1017		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2726661	2727677	+	ANE44470.1			ferredoxin			SU48_12655	1017	338	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2727923	2730565	+							SU48_12660	2643		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2727923	2730565	+	ANE44993.1			ATP-dependent helicase			SU48_12660	2643	880	
gene	tRNA	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2730700	2730773	+							SU48_12665	74		
tRNA		GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2730700	2730773	+				tRNA-Gln			SU48_12665	74		anticodon=TTG
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2731086	2731694	+							SU48_12670	609		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2731086	2731694	+	ANE44471.1			S-layer protein			SU48_12670	609	202	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2731783	2732607	-							SU48_12675	825		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2731783	2732607	-	ANE44472.1			acyl-CoA acyltransferase			SU48_12675	825	274	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2732607	2733716	-							SU48_12680	1110		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2732607	2733716	-	ANE44473.1			O-succinylbenzoate synthase			SU48_12680	1110	369	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2733927	2735018	-							SU48_12685	1092		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2733927	2735018	-	ANE44474.1			endoglucanase			SU48_12685	1092	363	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2735082	2735477	+							SU48_12690	396		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2735082	2735477	+	ANE44475.1			magnesium transporter ApaG			SU48_12690	396	131	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2735552	2736307	-							SU48_12695	756		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2735552	2736307	-	ANE44476.1			GlcNAc-PI de-N-acetylase			SU48_12695	756	251	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2736369	2736848	-							SU48_12700	480		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2736369	2736848	-	ANE44477.1			hypothetical protein			SU48_12700	480	159	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2736890	2737450	+							SU48_12705	561		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2736890	2737450	+	ANE44478.1			ribonuclease H			SU48_12705	561	186	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2737471	2737656	-				hypothetical protein			SU48_12710	186		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2737962	2739347	+							SU48_12715	1386		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2737962	2739347	+	ANE44479.1			MFS transporter			SU48_12715	1386	461	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2739505	2740878	+							SU48_12720	1374		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2739505	2740878	+	ANE44480.1			MFS transporter			SU48_12720	1374	457	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2741150	2741896	-							SU48_12725	747		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2741150	2741896	-	ANE44481.1			DltE			SU48_12725	747	248	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2742024	2742425	+							SU48_12730	402		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2742024	2742425	+	ANE44482.1			transcriptional regulator			SU48_12730	402	133	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2742648	2744093	-							SU48_12735	1446		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2742648	2744093	-	ANE44483.1			N-acetylglucosamine-1-phosphate uridyltransferase			SU48_12735	1446	481	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2744225	2745157	-							SU48_12740	933		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2744225	2745157	-	ANE44484.1			diacylglyceryl transferase			SU48_12740	933	310	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2745291	2746058	-							SU48_12745	768		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2745291	2746058	-	ANE44485.1			preprotein translocase subunit TatC			SU48_12745	768	255	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2746078	2746317	-							SU48_12750	240		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2746078	2746317	-	ANE44486.1			primosome subunit DnaD			SU48_12750	240	79	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2746732	2747460	-							SU48_12755	729		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2746732	2747460	-	ANE44487.1			short-chain dehydrogenase			SU48_12755	729	242	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2747516	2747908	-							SU48_12760	393		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2747516	2747908	-	ANE44488.1			hypothetical protein			SU48_12760	393	130	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2747956	2748372	-							SU48_12765	417		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2747956	2748372	-	ANE44489.1			osmotically inducible protein C			SU48_12765	417	138	
gene	pseudogene	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2748438	2748719	-				hypothetical protein			SU48_12770	282		pseudo
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2749417	2750067	-							SU48_12775	651		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2749417	2750067	-	ANE44490.1			pyridoxamine 5'-phosphate oxidase			SU48_12775	651	216	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2750064	2750906	-							SU48_12780	843		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2750064	2750906	-	ANE44491.1			formamidopyrimidine-DNA glycosylase			SU48_12780	843	280	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2751027	2751665	+							SU48_12785	639		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2751027	2751665	+	ANE44492.1			pyrrolidone-carboxylate peptidase			SU48_12785	639	212	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2751819	2752127	-							SU48_12790	309		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2751819	2752127	-	ANE44493.1			hypothetical protein			SU48_12790	309	102	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2752144	2752536	-							SU48_12795	393		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2752144	2752536	-	ANE44994.1			hypothetical protein			SU48_12795	393	130	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2752560	2753105	-							SU48_12800	546		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2752560	2753105	-	ANE44494.1			hypothetical protein			SU48_12800	546	181	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2753176	2753613	-							SU48_12805	438		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2753176	2753613	-	ANE44495.1			response regulator			SU48_12805	438	145	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2753871	2754692	+							SU48_12810	822		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2753871	2754692	+	ANE44496.1			imidazole glycerol phosphate synthase			SU48_12810	822	273	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2754689	2755363	+							SU48_12815	675		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2754689	2755363	+	ANE44497.1			imidazole glycerol phosphate synthase			SU48_12815	675	224	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2755488	2756378	+							SU48_12820	891		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2755488	2756378	+	ANE44498.1			hypothetical protein			SU48_12820	891	296	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2756462	2757079	+							SU48_12825	618		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2756462	2757079	+	ANE44499.1			5-formyltetrahydrofolate cyclo-ligase			SU48_12825	618	205	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2757233	2758339	-							SU48_12830	1107		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2757233	2758339	-	ANE44500.1			hypothetical protein			SU48_12830	1107	368	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2758388	2759347	-							SU48_12835	960		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2758388	2759347	-	ANE44501.1			hypothetical protein			SU48_12835	960	319	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2759506	2760579	+							SU48_12840	1074		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2759506	2760579	+	ANE44502.1			aminomethyltransferase			SU48_12840	1074	357	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2760655	2761017	+							SU48_12845	363		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2760655	2761017	+	ANE44503.1			glycine cleavage system protein H			SU48_12845	363	120	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2761187	2764063	+							SU48_12850	2877		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2761187	2764063	+	ANE44504.1			glycine dehydrogenase			SU48_12850	2877	958	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2764224	2764634	+							SU48_12855	411		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2764224	2764634	+	ANE44505.1			hypothetical protein			SU48_12855	411	136	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2764631	2765068	-							SU48_12860	438		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2764631	2765068	-	ANE44506.1			hypothetical protein			SU48_12860	438	145	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2765466	2765780	-							SU48_12865	315		
CDS	with_protein	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2765466	2765780	-	ANE44507.1			cupin			SU48_12865	315	104	
gene	protein_coding	GCA_001644565.1	Primary Assembly	chromosome		CP011387.1	2766047	2767837	+							SU48_12870	1791		
